var_1,var_2,cor,p,sig
Market channel ratio,Limited access to healthy foods,-0.12373070965865564,0.4927032206273536,
Land and building value per acre,Limited access to healthy foods,0.26681363080594234,0.13335809367265483,
Gini Index,Limited access to healthy foods,0.03289006793905416,0.8558159508574703,
Expenses per operation,Limited access to healthy foods,0.07319337861167766,0.6856280075549477,
Change in agricultural establishments,Limited access to healthy foods,-0.3150990308681551,0.07407915304960166,
Average weekly wages,Limited access to healthy foods,-0.02161290290684923,0.9049718074748467,
Social isolation,Lacking social support,0.18584714372654465,0.3004349745553192,
Ratio of female to male producers,Lacking social support,-0.5033784377784221,0.0028249448261874477,*
Racial diversity of producers,Lacking social support,0.02560007361746213,0.8875430865999847,
Producer age skew,Lacking social support,-0.04501841375214492,0.8035422032521415,
Firearm fatalities,Lacking social support,-0.1465775705923614,0.41566375180829285,
Annual population change,Lacking social support,-0.053676044230643365,0.7667184659988875,
Acres in conservation easements,Lacking social support,-0.2610569797626267,0.1422624024403989,
Total animal and crop sales,Lacking social support,0.026022960927366813,0.8856974472343091,
Proportion of organic operations,Lacking social support,-0.4472177326172586,0.009069926675747686,*
Proportion of operations using precision agriculture,Lacking social support,-0.14518215569166368,0.42016531932691725,
Crop diversity,Lacking social support,0.24028525106066612,0.17799902075742713,
Rental vacancy rate,Lacking social support,-0.14104451557820954,0.43367209390407213,
Proportion uninsured,Lacking social support,0.19636526686922443,0.27340985212173696,
Price of a meal,Lacking social support,-0.6009349203192047,2.172723176725455e-4,*
Poor mental health days,Lacking social support,-0.14383249050343272,0.42454508039029193,
Mobility disability,Lacking social support,0.07924711844611104,0.6611127893104924,
Limited access to healthy foods,Lacking social support,0.32603947877988465,0.06406894389898765,
Lacking social support,Lacking social support,1,NA,NA
High school graduation rate,Lacking social support,0.2739471504612327,0.12290139514452236,
Heart disease prevalence,Lacking social support,-0.10884814807076104,0.5465279827276719,
Frequent physical distress,Lacking social support,0.1550420501126727,0.38894422915986393,
"Food insecurity rate, overall",Lacking social support,-0.1301687215591368,0.4702879682022725,
Diabetes prevelance,Lacking social support,0.49521508307051976,0.0033881217281526155,*
Weeks of extreme drought,Lacking social support,0.4414429224679604,0.01011895355978143,*
Tree species diversity,Lacking social support,-0.19435793758572903,0.2784412505545817,
Tree size diversity,Lacking social support,-0.0154227872415008,0.9321135799256366,
Total ecosystem carbon per acre,Lacking social support,-0.1918139170902455,0.2849033791009141,
Soil organic carbon,Lacking social support,-0.2383977780895102,0.18153509581997263,
Rarefied richness of plants,Lacking social support,-0.1937311944365769,0.28002438001225305,
Rarefied richness of animals,Lacking social support,-0.032417312789654366,0.8578672885628558,
Proportion of invasive species,Lacking social support,0.06782816108135228,0.7076221323041629,
Land Use Diversity,Lacking social support,0.15698226830945822,0.38296288714387217,
Fuel expenses,Lacking social support,-0.1851972017760819,0.3021585624311218,
Available water storage,Lacking social support,-0.08006790088447739,0.6578147076628005,
Annual precipitation,Lacking social support,-0.3148379751821738,0.07433204079913347,
Total indemnities,Lacking social support,0.35295056917331225,0.04393267545405766,*
Sales from agritourism and recreation,Lacking social support,-0.0478483051866637,0.7914559130178878,
Percent change in wages,Lacking social support,-0.12411411837960754,0.49135324740362063,
Market channel ratio,Lacking social support,0.32730694452225606,0.06298149128641906,
Land and building value per acre,Lacking social support,0.28633196500461117,0.10621149688410414,
Gini Index,Lacking social support,-0.23598353277554765,0.1861298864891343,
Expenses per operation,Lacking social support,0.3146342616872776,0.07452984581890787,
Change in agricultural establishments,Lacking social support,-0.09556916309741474,0.5967721923964207,
Average weekly wages,Lacking social support,0.022810898995843445,0.899730179961264,
Social isolation,High school graduation rate,0.06659670203162334,0.7127040306786392,
Ratio of female to male producers,High school graduation rate,-0.05355588970205874,0.7672263103457788,
Racial diversity of producers,High school graduation rate,-0.16039408618788176,0.37257577511427753,
Producer age skew,High school graduation rate,-0.05997386500957422,0.7402381525415604,
Firearm fatalities,High school graduation rate,0.319396771604439,0.07001121578515024,
Annual population change,High school graduation rate,0.07422449598396812,0.6814292541102656,
Acres in conservation easements,High school graduation rate,0.03824200852204718,0.8326609310046669,
Total animal and crop sales,High school graduation rate,0.13063590236821582,0.4686825079099517,
Proportion of organic operations,High school graduation rate,-0.27689967518315617,0.11875634689338743,
Proportion of operations using precision agriculture,High school graduation rate,0.04748595375130808,0.7930008985126111,
Crop diversity,High school graduation rate,-0.032279505761169565,0.858465421147059,
Rental vacancy rate,High school graduation rate,0.22673434017219,0.20448755658769602,
Proportion uninsured,High school graduation rate,0.3436810117207226,0.05019644792095268,
Price of a meal,High school graduation rate,-0.6475011787700329,4.640341897443889e-5,*
Poor mental health days,High school graduation rate,0.5644927945904624,6.21651390377842e-4,*
Mobility disability,High school graduation rate,0.6538994296578993,3.67774411920152e-5,*
Limited access to healthy foods,High school graduation rate,0.12920763238755695,0.47359979662994034,
Lacking social support,High school graduation rate,0.2739471504612327,0.12290139514452236,
High school graduation rate,High school graduation rate,1,NA,NA
Heart disease prevalence,High school graduation rate,0.5826490512296233,3.7395355343439185e-4,*
Frequent physical distress,High school graduation rate,0.634777497005054,7.254518411592414e-5,*
"Food insecurity rate, overall",High school graduation rate,0.5883845521071451,3.1649404342704024e-4,*
Diabetes prevelance,High school graduation rate,0.46287785440678114,0.006677643628264951,*
Weeks of extreme drought,High school graduation rate,0.08510795770650577,0.637703216082826,
Tree species diversity,High school graduation rate,0.1360239077981536,0.4503767990508618,
Tree size diversity,High school graduation rate,-0.23463977338764727,0.1887224289943925,
Total ecosystem carbon per acre,High school graduation rate,-0.15978148291277386,0.3744284844533623,
Soil organic carbon,High school graduation rate,0.20712704861673262,0.24744761841294594,
Rarefied richness of plants,High school graduation rate,0.07249709899225519,0.6884685260074344,
Rarefied richness of animals,High school graduation rate,0.006672728877978549,0.9706012297942324,
Proportion of invasive species,High school graduation rate,-0.2893688177939852,0.10239309213552605,
Land Use Diversity,High school graduation rate,0.03770278642231052,0.8349879507677809,
Fuel expenses,High school graduation rate,0.03907458859439835,0.8290706642326255,
Available water storage,High school graduation rate,0.10975607505055397,0.5431668661798317,
Annual precipitation,High school graduation rate,0.24014941062647505,0.17825187037519852,
Total indemnities,High school graduation rate,0.26893943175439716,0.13017585137533283,
Sales from agritourism and recreation,High school graduation rate,0.27090961587015727,0.1272769019461102,
Percent change in wages,High school graduation rate,0.07765198124895373,0.6675402706697502,
Market channel ratio,High school graduation rate,-0.20097669314955197,0.2620763747456105,
Land and building value per acre,High school graduation rate,-0.23566373477437863,0.18674459800075072,
Gini Index,High school graduation rate,-0.12010435964558192,0.5055643822206404,
Expenses per operation,High school graduation rate,0.13149320066061843,0.46574393120291413,
Change in agricultural establishments,High school graduation rate,-0.15802544500904006,0.37976923821114394,
Average weekly wages,High school graduation rate,-0.04529181207852209,0.8023725373962081,
Social isolation,Heart disease prevalence,0.014265834523288853,0.9371957158205277,
Ratio of female to male producers,Heart disease prevalence,0.12025168875989296,0.5050386136869758,
Racial diversity of producers,Heart disease prevalence,-0.2883389400798079,0.1036761975824736,
Producer age skew,Heart disease prevalence,0.002641951068771251,0.9883579553983777,
Firearm fatalities,Heart disease prevalence,0.3141127546851497,0.07503808975529225,
Annual population change,Heart disease prevalence,-8.685198995381996e-4,0.9961726574797236,
Acres in conservation easements,Heart disease prevalence,0.028199310923749752,0.8762085627487677,
Total animal and crop sales,Heart disease prevalence,-0.26651971950757564,0.13380253054112656,
Proportion of organic operations,Heart disease prevalence,0.04756506976976481,0.7926634993571247,
Proportion of operations using precision agriculture,Heart disease prevalence,-0.03552518125518281,0.8443992199475541,
Crop diversity,Heart disease prevalence,-0.3174143289007088,0.071865443063144685,
Rental vacancy rate,Heart disease prevalence,0.7114372012381411,3.4624802367488883e-6,*
Proportion uninsured,Heart disease prevalence,0.36286558898473475,0.03794348541945736,*
Price of a meal,Heart disease prevalence,-0.0759987189070885,0.6742265151349707,
Poor mental health days,Heart disease prevalence,0.4868671098404001,0.004061973018546938,*
Mobility disability,Heart disease prevalence,0.8545240036027526,2.4955193467235404e-10,*
Limited access to healthy foods,Heart disease prevalence,0.1868095068152755,0.29789433825377953,
Lacking social support,Heart disease prevalence,-0.10884814807076104,0.5465279827276719,
High school graduation rate,Heart disease prevalence,0.5826490512296233,3.7395355343439185e-4,*
Heart disease prevalence,Heart disease prevalence,1,NA,NA
Frequent physical distress,Heart disease prevalence,0.600563571583679,2.1975347293490266e-4,*
"Food insecurity rate, overall",Heart disease prevalence,0.6143924168203605,1.425948927069598e-4,*
Diabetes prevelance,Heart disease prevalence,0.12475875410038413,0.48908776371572893,
Weeks of extreme drought,Heart disease prevalence,-0.13105921444792842,0.4672302958811658,
Tree species diversity,Heart disease prevalence,0.21763626244102605,0.22373081382098658,
Tree size diversity,Heart disease prevalence,-0.3019687665532715,0.08765093009629843,
Total ecosystem carbon per acre,Heart disease prevalence,-0.13288838486981291,0.46098251329361783,
Soil organic carbon,Heart disease prevalence,0.22362799997135824,0.210924467174735,
Rarefied richness of plants,Heart disease prevalence,-0.056978707248693285,0.7527974195062632,
Rarefied richness of animals,Heart disease prevalence,0.11480932406068967,0.524640766138907,
Proportion of invasive species,Heart disease prevalence,-0.2085705254009143,0.2440946554949357,
Land Use Diversity,Heart disease prevalence,-0.1012641588945472,0.5749796327155468,
Fuel expenses,Heart disease prevalence,0.15517370980013237,0.38853664514144204,
Available water storage,Heart disease prevalence,-0.09366457621510034,0.6041391680850372,
Annual precipitation,Heart disease prevalence,0.36841048386780934,0.03489330064354812,*
Total indemnities,Heart disease prevalence,0.0392246090442207,0.8284241018724172,
Sales from agritourism and recreation,Heart disease prevalence,0.2783929552692517,0.11670003103579596,
Percent change in wages,Heart disease prevalence,0.0203656637720883,0.9104330716990146,
Market channel ratio,Heart disease prevalence,-0.33501852204412036,0.05667420877446294,
Land and building value per acre,Heart disease prevalence,-0.29196783976654994,0.09920843317284866,
Gini Index,Heart disease prevalence,0.2319744680332425,0.19393932276616233,
Expenses per operation,Heart disease prevalence,-0.2866457854124601,0.10581201345526825,
Change in agricultural establishments,Heart disease prevalence,-0.43112712554625393,0.012248776835633635,*
Average weekly wages,Heart disease prevalence,-0.08407762649108229,0.6417946039196056,
Social isolation,Frequent physical distress,0.2272806151263818,0.20336977542152246,
Ratio of female to male producers,Frequent physical distress,0.013085784580142382,0.9423818162993935,
Racial diversity of producers,Frequent physical distress,-0.07721889115631549,0.6692894069892121,
Producer age skew,Frequent physical distress,0.052319856829967856,0.7724560016997386,
Firearm fatalities,Frequent physical distress,0.009027975398786277,0.9602315700925255,
Annual population change,Frequent physical distress,-0.06495972318116577,0.7194781834484929,
Acres in conservation easements,Frequent physical distress,-0.17607446397218798,0.3270092120959296,
Total animal and crop sales,Frequent physical distress,-0.07263362904641278,0.6879112118892197,
Proportion of organic operations,Frequent physical distress,-0.20750654095309146,0.2465631645148474,
Proportion of operations using precision agriculture,Frequent physical distress,0.0758811777624783,0.6747028236636501,
Crop diversity,Frequent physical distress,-0.07749869926307407,0.6681591403521421,
Rental vacancy rate,Frequent physical distress,0.1401966870608495,0.43646886006787877,
Proportion uninsured,Frequent physical distress,0.08020338615698451,0.6572709047811571,
Price of a meal,Frequent physical distress,-0.34907552848863654,0.04647017159383093,*
Poor mental health days,Frequent physical distress,0.5742284428124513,4.7509928619726693e-4,*
Mobility disability,Frequent physical distress,0.8116138935094115,1.0002260797392637e-8,*
Limited access to healthy foods,Frequent physical distress,0.49567461394552287,0.003354019626699234,*
Lacking social support,Frequent physical distress,0.1550420501126727,0.38894422915986393,
High school graduation rate,Frequent physical distress,0.634777497005054,7.254518411592414e-5,*
Heart disease prevalence,Frequent physical distress,0.600563571583679,2.1975347293490266e-4,*
Frequent physical distress,Frequent physical distress,1,NA,NA
"Food insecurity rate, overall",Frequent physical distress,0.4987876147573163,0.003130723361597809,*
Diabetes prevelance,Frequent physical distress,0.5500341242641044,9.129771260667496e-4,*
Weeks of extreme drought,Frequent physical distress,0.11877931103550235,0.5103053206192518,
Tree species diversity,Frequent physical distress,0.1577613553002023,0.3805762642085737,
Tree size diversity,Frequent physical distress,-0.1606351473657618,0.3718482117332109,
Total ecosystem carbon per acre,Frequent physical distress,-0.2405238544614948,0.17755550555796829,
Soil organic carbon,Frequent physical distress,0.17823037917772888,0.32102570391920104,
Rarefied richness of plants,Frequent physical distress,-0.0585474598887272,0.7462113547882228,
Rarefied richness of animals,Frequent physical distress,0.12247545718150071,0.49713612225294335,
Proportion of invasive species,Frequent physical distress,-0.18271920733837455,0.3087872341489091,
Land Use Diversity,Frequent physical distress,0.13165190237896832,0.4652010160288318,
Fuel expenses,Frequent physical distress,0.029290919596336232,0.8714554289881238,
Available water storage,Frequent physical distress,-0.06721201416941217,0.7101632722530462,
Annual precipitation,Frequent physical distress,0.27413018467877276,0.12264135231978646,
Total indemnities,Frequent physical distress,0.19033309098224901,0.288708897136293,
Sales from agritourism and recreation,Frequent physical distress,0.3478392893669158,0.047303919508893344,*
Percent change in wages,Frequent physical distress,-0.0968317046508933,0.5919101962238242,
Market channel ratio,Frequent physical distress,-0.3098082912911621,0.07933645726036276,
Land and building value per acre,Frequent physical distress,-0.10787634517222652,0.5501363812914108,
Gini Index,Frequent physical distress,0.1712988313016415,0.3405067211607635,
Expenses per operation,Frequent physical distress,-0.05112616869842945,0.7775158773923292,
Change in agricultural establishments,Frequent physical distress,-0.3403440886567705,0.05261807966758747,
Average weekly wages,Frequent physical distress,-0.035020392954696486,0.8465839035156884,
Social isolation,"Food insecurity rate, overall",0.40168828458648065,0.020498059281408132,*
Ratio of female to male producers,"Food insecurity rate, overall",0.20961559218061296,0.24168615083478961,
Racial diversity of producers,"Food insecurity rate, overall",-0.24018322912552428,0.17818889781880554,
Producer age skew,"Food insecurity rate, overall",0.015505261673852699,0.9317513933181905,
Firearm fatalities,"Food insecurity rate, overall",0.5140531930895328,0.00221218572658044,*
Annual population change,"Food insecurity rate, overall",-0.10463213541214975,0.5622625574254556,
Acres in conservation easements,"Food insecurity rate, overall",0.2217362140155555,0.21491213667419773,
Total animal and crop sales,"Food insecurity rate, overall",-0.041301145217192956,0.8194861154480932,
Proportion of organic operations,"Food insecurity rate, overall",0.2702541953247294,0.12823594443529318,
Proportion of operations using precision agriculture,"Food insecurity rate, overall",-0.15758211509674513,0.38112457048907067,
Crop diversity,"Food insecurity rate, overall",-0.30320543138109807,0.08629675277467053,
Rental vacancy rate,"Food insecurity rate, overall",0.4978050291949151,0.003199770761826759,*
Proportion uninsured,"Food insecurity rate, overall",0.43101906875622276,0.01227294181452332,*
Price of a meal,"Food insecurity rate, overall",-0.11546552772644549,0.5222577948302711,
Poor mental health days,"Food insecurity rate, overall",0.6867660453306573,1.017523978674717e-5,*
Mobility disability,"Food insecurity rate, overall",0.48693224334751173,0.004056298343748654,*
Limited access to healthy foods,"Food insecurity rate, overall",-0.03920211084844261,0.82852105819727,
Lacking social support,"Food insecurity rate, overall",-0.1301687215591368,0.4702879682022725,
High school graduation rate,"Food insecurity rate, overall",0.5883845521071451,3.1649404342704024e-4,*
Heart disease prevalence,"Food insecurity rate, overall",0.6143924168203605,1.425948927069598e-4,*
Frequent physical distress,"Food insecurity rate, overall",0.4987876147573163,0.003130723361597809,*
"Food insecurity rate, overall","Food insecurity rate, overall",1,NA,NA
Diabetes prevelance,"Food insecurity rate, overall",0.023433785672252492,0.8970064735633676,
Weeks of extreme drought,"Food insecurity rate, overall",-0.3502744310661606,0.04567287395281605,*
Tree species diversity,"Food insecurity rate, overall",0.3117609389129882,0.07736358699721091,
Tree size diversity,"Food insecurity rate, overall",-0.3009982384713154,0.08872504447216434,
Total ecosystem carbon per acre,"Food insecurity rate, overall",0.1386689080738286,0.4415334575704988,
Soil organic carbon,"Food insecurity rate, overall",0.5402974460786532,0.0011713672995405933,*
Rarefied richness of plants,"Food insecurity rate, overall",0.14115994855041153,0.4332920739198842,
Rarefied richness of animals,"Food insecurity rate, overall",0.07858913450591051,0.6637612391979912,
Proportion of invasive species,"Food insecurity rate, overall",-0.31463114605431847,0.07453287425673838,
Land Use Diversity,"Food insecurity rate, overall",-0.3577572336386467,0.04094091225122298,*
Fuel expenses,"Food insecurity rate, overall",0.1085338021168462,0.547693959276774,
Available water storage,"Food insecurity rate, overall",0.4181017402442601,0.015465859420326744,*
Annual precipitation,"Food insecurity rate, overall",0.5334803603800271,0.0013885420315729036,*
Total indemnities,"Food insecurity rate, overall",0.20846846619237877,0.2443307210567469,
Sales from agritourism and recreation,"Food insecurity rate, overall",0.3176312839454005,0.07166067601153614,
Percent change in wages,"Food insecurity rate, overall",0.12400481289518676,0.49173791694503,
Market channel ratio,"Food insecurity rate, overall",-0.25055279980822065,0.15961508759176968,
Land and building value per acre,"Food insecurity rate, overall",-0.5919555069453689,2.8481829205029285e-4,*
Gini Index,"Food insecurity rate, overall",0.21219235348668863,0.23581574804738503,
Expenses per operation,"Food insecurity rate, overall",-0.0911528278962539,0.6139134998066691,
Change in agricultural establishments,"Food insecurity rate, overall",-0.15046283941384922,0.4032736363479752,
Average weekly wages,"Food insecurity rate, overall",-0.23450964168756405,0.18897483223156186,
Social isolation,Diabetes prevelance,-0.15937470228749487,0.37566170623877193,
Ratio of female to male producers,Diabetes prevelance,-0.20594684341683414,0.25021171473145354,
Racial diversity of producers,Diabetes prevelance,0.33837827128673387,0.054087561183431276,
Producer age skew,Diabetes prevelance,-0.11720994471109035,0.5159488578008071,
Firearm fatalities,Diabetes prevelance,-0.3938370158236916,0.023346661064830965,*
Annual population change,Diabetes prevelance,0.018218394982819217,0.9198445747289086,
Acres in conservation easements,Diabetes prevelance,-0.5220690327746015,0.0018315091269196504,*
Total animal and crop sales,Diabetes prevelance,0.03441987765075837,0.8491843455366204,
Proportion of organic operations,Diabetes prevelance,-0.6255655634102443,9.903606292782641e-5,*
Proportion of operations using precision agriculture,Diabetes prevelance,0.006463571847496299,0.9715223576388177,
Crop diversity,Diabetes prevelance,0.37789588820176806,0.030138573061319285,*
Rental vacancy rate,Diabetes prevelance,-0.22793898819847844,0.20202824884084558,
Proportion uninsured,Diabetes prevelance,0.16717525532012206,0.3524300292073983,
Price of a meal,Diabetes prevelance,-0.6451557182780419,5.046438345956972e-5,*
Poor mental health days,Diabetes prevelance,-0.020568052082733837,0.9095465974714765,
Mobility disability,Diabetes prevelance,0.5071206928241506,0.0025951940133026596,*
Limited access to healthy foods,Diabetes prevelance,0.4361856404755498,0.011161493445771331,*
Lacking social support,Diabetes prevelance,0.49521508307051976,0.0033881217281526155,*
High school graduation rate,Diabetes prevelance,0.46287785440678114,0.006677643628264951,*
Heart disease prevalence,Diabetes prevelance,0.12475875410038413,0.48908776371572893,
Frequent physical distress,Diabetes prevelance,0.5500341242641044,9.129771260667496e-4,*
"Food insecurity rate, overall",Diabetes prevelance,0.023433785672252492,0.8970064735633676,
Diabetes prevelance,Diabetes prevelance,1,NA,NA
Weeks of extreme drought,Diabetes prevelance,0.5200202680425167,0.0019229151897737218,*
Tree species diversity,Diabetes prevelance,-0.37521929844802493,0.03142321365695233,*
Tree size diversity,Diabetes prevelance,-0.2868014207625233,0.10561431528299048,
Total ecosystem carbon per acre,Diabetes prevelance,-0.6012895969692968,2.1492590679494938e-4,*
Soil organic carbon,Diabetes prevelance,-0.2537541506077351,0.154172908670557,
Rarefied richness of plants,Diabetes prevelance,-0.24495642143353885,0.16945805452314122,
Rarefied richness of animals,Diabetes prevelance,-0.1570906973022545,0.38263020910893086,
Proportion of invasive species,Diabetes prevelance,0.129463027118863,0.47271854143995196,
Land Use Diversity,Diabetes prevelance,0.5728073698724344,4.943725802948329e-4,*
Fuel expenses,Diabetes prevelance,-0.2958561186297374,0.09458502860066864,
Available water storage,Diabetes prevelance,-0.35828969944981914,0.04061984605744984,*
Annual precipitation,Diabetes prevelance,0.017173525274219677,0.924428192882536,
Total indemnities,Diabetes prevelance,0.3892993508720558,0.025136809741261423,*
Sales from agritourism and recreation,Diabetes prevelance,0.27251014287097214,0.12495724082374826,
Percent change in wages,Diabetes prevelance,-0.1600239374717064,0.3736945773097671,
Market channel ratio,Diabetes prevelance,0.24324780245755467,0.17254759104084894,
Land and building value per acre,Diabetes prevelance,0.4693674412447071,0.0058574986356392245,*
Gini Index,Diabetes prevelance,0.07487678308348816,0.6787779401110661,
Expenses per operation,Diabetes prevelance,0.31612579890752546,0.0730909892317606,
Change in agricultural establishments,Diabetes prevelance,-0.28292267864891624,0.110624960864949,
Average weekly wages,Diabetes prevelance,0.07900900370508959,0.6620707609699288,
Social isolation,Weeks of extreme drought,-0.28892783680505246,0.10294102382399983,
Ratio of female to male producers,Weeks of extreme drought,-0.2798853601969108,0.11467159527314852,
Racial diversity of producers,Weeks of extreme drought,0.3519364479511908,0.04458575229471018,*
Producer age skew,Weeks of extreme drought,0.19470050727411053,0.27757838465693907,
Firearm fatalities,Weeks of extreme drought,-0.6850520467360848,1.0924435504211516e-5,*
Annual population change,Weeks of extreme drought,0.10635116867327651,0.5558218973854017,
Acres in conservation easements,Weeks of extreme drought,-0.49366245404602155,0.00350557149995101,*
Total animal and crop sales,Weeks of extreme drought,0.06995069481082589,0.6988921122366065,
Proportion of organic operations,Weeks of extreme drought,-0.5959055873642074,2.5309272354623324e-4,*
Proportion of operations using precision agriculture,Weeks of extreme drought,0.05145834024272079,0.7761069382925849,
Crop diversity,Weeks of extreme drought,0.7474134039786254,5.805206333420188e-7,*
Rental vacancy rate,Weeks of extreme drought,-0.24337453788565744,0.17231706182111894,
Proportion uninsured,Weeks of extreme drought,-0.27702513822596947,0.1185825466709356,
Price of a meal,Weeks of extreme drought,-0.20957093006809144,0.24178875460031635,
Poor mental health days,Weeks of extreme drought,-0.18960899283614566,0.29058152800386283,
Mobility disability,Weeks of extreme drought,0.13388292821391481,0.45760424164972147,
Limited access to healthy foods,Weeks of extreme drought,0.4934233492115558,0.0035239679103318267,*
Lacking social support,Weeks of extreme drought,0.4414429224679604,0.01011895355978143,*
High school graduation rate,Weeks of extreme drought,0.08510795770650577,0.637703216082826,
Heart disease prevalence,Weeks of extreme drought,-0.13105921444792842,0.4672302958811658,
Frequent physical distress,Weeks of extreme drought,0.11877931103550235,0.5103053206192518,
"Food insecurity rate, overall",Weeks of extreme drought,-0.3502744310661606,0.04567287395281605,*
Diabetes prevelance,Weeks of extreme drought,0.5200202680425167,0.0019229151897737218,*
Weeks of extreme drought,Weeks of extreme drought,1,NA,NA
Tree species diversity,Weeks of extreme drought,-0.42393303087467293,0.013947657460673835,*
Tree size diversity,Weeks of extreme drought,0.015561191592329923,0.9315057846279571,
Total ecosystem carbon per acre,Weeks of extreme drought,-0.35277987866945343,0.044042056732157775,*
Soil organic carbon,Weeks of extreme drought,-0.3889476775673357,0.025280136000739306,*
Rarefied richness of plants,Weeks of extreme drought,0.16782286911472535,0.3505410219686236,
Rarefied richness of animals,Weeks of extreme drought,-0.12217961527294718,0.4981838154726912,
Proportion of invasive species,Weeks of extreme drought,0.13074093534339976,0.4683219610314824,
Land Use Diversity,Weeks of extreme drought,0.46392357008125024,0.006539213361671292,*
Fuel expenses,Weeks of extreme drought,-0.267542549534379,0.13226054944341525,
Available water storage,Weeks of extreme drought,-0.33715661238618005,0.05501704745352454,
Annual precipitation,Weeks of extreme drought,-0.46395694327520165,0.0065348361569603775,*
Total indemnities,Weeks of extreme drought,0.2792099331227437,0.11558632538815461,
Sales from agritourism and recreation,Weeks of extreme drought,-0.027795055404954774,0.8779698776597273,
Percent change in wages,Weeks of extreme drought,-0.18332692653914884,0.3071531828307179,
Market channel ratio,Weeks of extreme drought,0.08686958377200432,0.6307321995294604,
Land and building value per acre,Weeks of extreme drought,0.5877757367040857,3.2219625443019595e-4,*
Gini Index,Weeks of extreme drought,-0.0047595855544603615,0.9790279575715166,
Expenses per operation,Weeks of extreme drought,0.28441394699167577,0.10867781749448202,
Change in agricultural establishments,Weeks of extreme drought,-0.2473463538854687,0.16520301265998127,
Average weekly wages,Weeks of extreme drought,0.05287432463465561,0.7701088018158693,
Social isolation,Tree species diversity,0.3548746941644323,0.04271467851692856,*
Ratio of female to male producers,Tree species diversity,0.19400132811644527,0.2793413211283826,
Racial diversity of producers,Tree species diversity,-0.43614240542480764,0.011170429156658335,*
Producer age skew,Tree species diversity,0.01929604092317373,0.9151198266739504,
Firearm fatalities,Tree species diversity,0.4768417248785184,0.00502124891774014,*
Annual population change,Tree species diversity,-0.3256045311270384,0.06444549456399518,
Acres in conservation easements,Tree species diversity,0.4304356991463697,0.012404096322331304,*
Total animal and crop sales,Tree species diversity,0.010996970250027192,0.9515673323426381,
Proportion of organic operations,Tree species diversity,0.2334916731545744,0.19095744885728427,
Proportion of operations using precision agriculture,Tree species diversity,-0.09739988907661284,0.5897277983913096,
Crop diversity,Tree species diversity,-0.43444097046491176,0.011526902881111134,*
Rental vacancy rate,Tree species diversity,0.2597030744838325,0.1444181876478985,
Proportion uninsured,Tree species diversity,0.18569591734863242,0.300835456162982,
Price of a meal,Tree species diversity,0.09469826199436022,0.6001360317531474,
Poor mental health days,Tree species diversity,0.37291946313673746,0.032562367241988355,*
Mobility disability,Tree species diversity,0.10034644545084404,0.5784670790868152,
Limited access to healthy foods,Tree species diversity,-0.04930160668778359,0.7852672378118788,
Lacking social support,Tree species diversity,-0.19435793758572903,0.2784412505545817,
High school graduation rate,Tree species diversity,0.1360239077981536,0.4503767990508618,
Heart disease prevalence,Tree species diversity,0.21763626244102605,0.22373081382098658,
Frequent physical distress,Tree species diversity,0.1577613553002023,0.3805762642085737,
"Food insecurity rate, overall",Tree species diversity,0.3117609389129882,0.07736358699721091,
Diabetes prevelance,Tree species diversity,-0.37521929844802493,0.03142321365695233,*
Weeks of extreme drought,Tree species diversity,-0.42393303087467293,0.013947657460673835,*
Tree species diversity,Tree species diversity,1,NA,NA
Tree size diversity,Tree species diversity,0.20511257715801048,0.25217792421127805,
Total ecosystem carbon per acre,Tree species diversity,0.4577538020782001,0.007392709379301143,*
Soil organic carbon,Tree species diversity,0.2959844388751994,0.09443529609094714,
Rarefied richness of plants,Tree species diversity,0.22318998926492145,0.21184318528554336,
Rarefied richness of animals,Tree species diversity,0.02482277861393082,0.8909370002320205,
Proportion of invasive species,Tree species diversity,-0.10985822449161536,0.5427893256125915,
Land Use Diversity,Tree species diversity,-0.46790996543720004,0.00603375742545742,*
Fuel expenses,Tree species diversity,0.5099425431974137,0.002432854002255347,*
Available water storage,Tree species diversity,0.3381431346944432,0.05426548758004612,
Annual precipitation,Tree species diversity,0.16884484529972726,0.3475724911381519,
Total indemnities,Tree species diversity,-0.1267565649213637,0.4821008541620839,
Sales from agritourism and recreation,Tree species diversity,-0.13064364906501916,0.46865591082293356,
Percent change in wages,Tree species diversity,0.20482969777649085,0.252846935999937,
Market channel ratio,Tree species diversity,-0.2623023326267184,0.140300287292348,
Land and building value per acre,Tree species diversity,-0.6162014883538708,1.3454854895345036e-4,*
Gini Index,Tree species diversity,-0.1984081093203243,0.2683504919263233,
Expenses per operation,Tree species diversity,-0.3008218078461112,0.08892138411917849,
Change in agricultural establishments,Tree species diversity,0.17012093327715563,0.34388725604236514,
Average weekly wages,Tree species diversity,-0.25059755126792466,0.15953807254507923,
Social isolation,Tree size diversity,0.1589092604011357,0.3770756902427448,
Ratio of female to male producers,Tree size diversity,0.1644888005701669,0.3603312718823335,
Racial diversity of producers,Tree size diversity,-0.3006987795013734,0.08905849216989026,
Producer age skew,Tree size diversity,-0.05052778839368935,0.7800557208708931,
Firearm fatalities,Tree size diversity,-0.17193513551528775,0.3386889962828572,
Annual population change,Tree size diversity,-0.18060466014621712,0.31451537007312513,
Acres in conservation easements,Tree size diversity,0.23523367049823646,0.1875735074766478,
Total animal and crop sales,Tree size diversity,-0.16130610578713708,0.36982756013588514,
